video_id,feature_name,start_time,end_time,start_frame,end_frame
P01_11,tray,00:01:01.48,00:01:02.53,3688,3751
P01_11,spatula,00:01:02.51,00:01:04.06,3750,3843
P01_11,pizza,00:00:02.97,00:00:13.79,178,827
P01_11,hand,00:01:04.86,00:01:06.64,3891,3998
P01_11,plate,00:01:07.30,00:01:08.68,4038,4120
P01_11,plate,00:01:09.42,00:01:10.99,4165,4259
P01_11,tablecloth,00:01:12.45,00:01:14.08,4347,4444
P01_11,tablecloth,00:01:13.59,00:01:18.85,4415,4731
P01_11,tablecloth,00:01:18.91,00:01:20.45,4734,4827
P01_11,container,00:01:20.99,00:01:22.42,4859,4945
P01_11,container,00:01:22.29,00:01:24.36,4937,5061
P01_11,slice:pizza,00:01:24.97,00:01:27.47,5098,5248
P01_11,slice:pizza,00:01:28.14,00:01:29.52,5288,5371
P01_11,pizza,00:00:14.36,00:00:15.42,861,925
P01_11,slice:pizza,00:01:29.79,00:01:33.86,5387,5631
P01_11,knife,00:01:36.02,00:01:36.99,5761,5819
P01_11,knife,00:01:37.09,00:01:38.09,5825,5885
P01_11,pizza,00:01:37.76,00:01:42.48,5865,6148
P01_11,slice:pizza,00:01:43.92,00:01:44.94,6235,6296
P01_11,knife,00:01:52.85,00:01:53.93,6771,6835
P01_11,lid,00:01:54.88,00:01:55.59,6892,6935
P01_11,lid,00:01:55.25,00:01:57.75,6915,7065
P01_11,container,00:01:55.61,00:01:56.66,6936,6999
P01_11,tap,00:02:01.35,00:02:02.35,7281,7341
P01_11,pizza,00:00:16.75,00:00:31.82,1005,1909
P01_11,hand,00:02:02.44,00:02:03.44,7346,7406
P01_11,tap,00:02:02.88,00:02:03.63,7372,7417
P01_11,sponge,00:02:03.89,00:02:04.89,7433,7493
P01_11,sponge,00:02:04.85,00:02:05.49,7491,7529
P01_11,liquid:washing:up,00:02:06.34,00:02:07.09,7580,7625
P01_11,liquid:washing:up,00:02:08.69,00:02:10.44,7721,7826
P01_11,knife,00:02:12.15,00:02:18.54,7929,8312
P01_11,fork,00:02:18.56,00:02:19.64,8313,8378
P01_11,fork,00:02:18.99,00:02:23.57,8339,8614
P01_11,fork,00:02:23.44,00:02:24.51,8606,8670
P01_11,slice:pizza,00:00:32.72,00:00:33.87,1963,2032
P01_11,cutter:pizza,00:02:24.34,00:02:25.27,8660,8716
P01_11,tap,00:02:25.45,00:02:26.74,8727,8804
P01_11,cutter:pizza,00:02:26.14,00:02:27.55,8768,8853
P01_11,cutter:pizza,00:02:27.65,00:02:33.75,8859,9225
P01_11,cutter:pizza,00:02:34.34,00:02:35.13,9260,9307
P01_11,plate,00:02:35.23,00:02:35.96,9313,9357
P01_11,plate,00:02:35.74,00:02:47.01,9344,10020
P01_11,plate,00:02:46.65,00:02:48.40,9999,10104
P01_11,spatula,00:02:48.00,00:02:48.90,10080,10134
P01_11,spatula,00:02:49.08,00:02:58.69,10144,10721
P01_11,slice:pizza,00:00:34.38,00:00:41.15,2062,2469
P01_11,spatula,00:02:58.49,00:02:59.90,10709,10794
P01_11,tray,00:03:00.47,00:03:02.72,10828,10963
P01_11,tray,00:03:02.65,00:03:12.07,10959,11524
P01_11,tray,00:03:11.85,00:03:12.59,11511,11555
P01_11,tray,00:03:13.11,00:03:14.23,11586,11653
P01_11,tray,00:03:14.24,00:03:24.63,11654,12277
P01_11,tray,00:03:24.50,00:03:25.61,12270,12336
P01_11,sponge,00:03:26.01,00:03:26.90,12360,12414
P01_11,glass,00:03:30.28,00:03:31.41,12616,12684
P01_11,glass,00:03:32.62,00:03:36.20,12757,12972
P01_11,slice:pizza,00:00:41.24,00:00:42.56,2474,2553
P01_11,tap,00:03:36.07,00:03:37.14,12964,13028
P01_11,glass,00:03:37.04,00:03:49.41,13022,13764
P01_11,glass,00:03:49.83,00:03:51.17,13789,13870
P01_11,spatula,00:03:51.93,00:03:52.93,13915,13975
P01_11,spatula,00:03:53.66,00:04:02.20,14019,14532
P01_11,spatula,00:04:02.30,00:04:03.28,14538,14596
P01_11,knife,00:04:03.16,00:04:03.89,14589,14633
P01_11,knife,00:04:03.84,00:04:04.57,14630,14674
P01_11,knife,00:04:03.99,00:04:08.05,14639,14883
P01_11,knife,00:04:05.20,00:04:06.93,14712,14815
P01_11,paper,00:00:42.83,00:00:44.03,2569,2641
P01_11,knife,00:04:07.01,00:04:08.28,14820,14896
P01_11,knife,00:04:13.92,00:04:14.42,15235,15265
P01_11,fork,00:04:14.41,00:04:14.95,15264,15297
P01_11,fork,00:04:14.91,00:04:17.63,15294,15457
P01_11,fork,00:04:17.63,00:04:19.09,15457,15545
P01_11,cutter:pizza,00:04:19.19,00:04:20.10,15551,15606
P01_11,cutter:pizza,00:04:20.20,00:04:26.11,15612,15966
P01_11,cutter:pizza,00:04:26.05,00:04:26.55,15963,15993
P01_11,tray,00:04:27.16,00:04:28.62,16029,16117
P01_11,tray,00:04:29.15,00:04:44.79,16148,17087
P01_11,paper,00:00:44.10,00:00:46.17,2646,2770
P01_11,tray,00:04:44.92,00:04:46.63,17095,17197
P01_11,tray,00:04:46.58,00:04:47.39,17194,17243
P01_11,tray,00:04:47.68,00:05:02.35,17260,18141
P01_11,tray,00:05:03.32,00:05:04.59,18199,18275
P01_11,plate,00:05:04.63,00:05:05.16,18277,18309
P01_11,plate,00:05:05.26,00:05:08.31,18315,18498
P01_11,plate,00:05:09.00,00:05:12.94,18540,18776
P01_11,plate,00:05:13.60,00:05:18.49,18816,19109
P01_11,plate,00:05:18.78,00:05:20.42,19126,19225
P01_11,sponge,00:05:20.78,00:05:26.75,19246,19605
P01_12,cutlery,00:00:06.79,00:00:10.50,407,630
P01_12,drawer,00:00:11.80,00:00:13.44,708,806
P01_12,drawer,00:00:27.28,00:00:27.98,1636,1678
P01_12,board:cutting,00:00:29.13,00:00:31.99,1747,1919
P01_12,cupboard,00:00:31.35,00:00:32.42,1881,1945
P01_12,board:cutting,00:00:32.52,00:00:36.63,1951,2197
P01_12,tray,00:00:38.07,00:00:41.62,2284,2497
P01_12,tray,00:00:41.72,00:00:45.99,2503,2759
P01_12,pan,00:00:48.04,00:00:50.05,2882,3003
P01_12,pan,00:00:50.15,00:00:58.42,3009,3505
P01_12,bowl,00:01:00.21,00:01:03.75,3612,3825
P01_12,cupboard,00:01:01.81,00:01:03.10,3708,3786
P01_12,fork,00:00:13.74,00:00:16.73,824,1003
P01_12,bowl,00:01:02.58,00:01:04.81,3754,3888
P01_12,cupboard,00:01:04.87,00:01:06.06,3892,3963
P01_12,cupboard,00:01:06.07,00:01:07.16,3964,4029
P01_12,cupboard,00:01:07.10,00:01:07.64,4025,4058
P01_12,cupboard,00:01:07.51,00:01:08.76,4050,4125
P01_12,cup,00:01:08.93,00:01:09.83,4135,4189
P01_12,plate,00:01:11.26,00:01:16.00,4275,4560
P01_12,cupboard,00:01:16.69,00:01:18.37,4601,4702
P01_12,plate,00:01:18.67,00:01:21.10,4720,4866
P01_12,cup:measuring,00:01:22.63,00:01:24.56,4957,5073
P01_12,knife,00:00:16.74,00:00:18.06,1004,1083
P01_12,cupboard,00:01:24.66,00:01:26.39,5079,5183
P01_12,cup,00:01:26.39,00:01:31.02,5183,5461
P01_12,cup:measuring,00:01:27.62,00:01:30.27,5257,5416
P01_12,cupboard,00:01:30.79,00:01:32.06,5447,5523
P01_12,bin:rolling,00:01:32.67,00:01:33.92,5560,5635
P01_12,cupboard,00:01:33.50,00:01:36.02,5610,5761
P01_12,drawer,00:01:36.99,00:01:39.12,5819,5947
P01_12,pin:rolling,00:01:39.17,00:01:47.72,5950,6463
P01_12,drawer,00:01:48.05,00:01:49.21,6483,6552
P01_12,tablecloth,00:01:50.19,00:01:51.67,6611,6700
P01_12,spoon,00:00:18.18,00:00:19.57,1090,1174
P01_12,tablecloth,00:01:51.77,00:01:53.77,6706,6826
P01_12,tablecloth,00:01:54.12,00:01:55.62,6847,6937
P01_12,cup,00:01:55.81,00:01:57.06,6948,7023
P01_12,spoon,00:01:57.78,00:01:59.40,7066,7164
P01_12,spoon,00:01:59.71,00:02:00.62,7182,7237
P01_12,fridge,00:02:03.00,00:02:04.06,7380,7443
P01_12,milk:soy,00:02:04.16,00:02:06.62,7449,7597
P01_12,container,00:02:07.52,00:02:09.28,7651,7756
P01_12,fridge,00:02:09.30,00:02:11.57,7758,7894
P01_12,container,00:02:12.70,00:02:13.61,7961,8016
P01_12,spatula,00:00:19.67,00:00:21.08,1180,1264
P01_12,milk:soy,00:02:14.13,00:02:17.82,8047,8269
P01_12,milk,00:02:17.86,00:02:18.94,8271,8336
P01_12,milk,00:02:18.50,00:02:24.25,8310,8655
P01_12,milk,00:02:24.35,00:02:26.10,8661,8766
P01_12,milk:soya,00:02:26.20,00:02:27.20,8772,8832
P01_12,cupboard,00:02:29.54,00:02:30.29,8972,9017
P01_12,cereal,00:02:31.14,00:02:34.14,9068,9248
P01_12,cereal,00:02:33.64,00:02:34.89,9218,9293
P01_12,box:cereal,00:02:34.99,00:02:36.74,9299,9404
P01_12,bag:cereal,00:02:37.09,00:02:41.29,9425,9677
P01_12,cutter:pizza,00:00:21.18,00:00:22.87,1270,1372
P01_12,cereal,00:02:42.44,00:02:49.44,9746,10166
P01_12,cereal,00:02:50.54,00:02:51.83,10232,10309
P01_12,tong,00:00:22.97,00:00:24.82,1378,1489
P01_12,knife,00:00:24.83,00:00:26.18,1489,1570
P01_12,spatula,00:00:26.14,00:00:27.49,1568,1649
P01_13,bag:cereal,00:00:00.61,00:00:01.76,36,105
P01_13,bag:cereal,00:00:01.85,00:00:04.23,111,253
P01_13,cloth:table,00:00:30.25,00:00:32.14,1815,1928
P01_13,liquid:washing:up,00:00:35.33,00:00:36.35,2119,2181
P01_13,liquid,00:00:36.41,00:00:38.36,2184,2301
P01_13,liquid:washing:up,00:00:39.02,00:00:39.71,2341,2382
P01_13,tap,00:00:39.94,00:00:42.08,2396,2524
P01_13,cup,00:00:41.96,00:00:48.54,2517,2912
P01_13,spoon,00:00:49.19,00:00:51.56,2951,3093
P01_13,spoon,00:00:51.55,00:00:52.26,3093,3135
P01_13,cup,00:00:52.64,00:00:59.81,3158,3588
P01_13,tap,00:01:00.90,00:01:01.97,3654,3718
P01_13,bag:cereal,00:00:04.58,00:00:07.60,274,456
P01_13,cup,00:01:02.88,00:01:03.94,3772,3836
P01_13,hand,00:01:04.95,00:01:08.53,3897,4111
P01_13,cupboard,00:01:09.11,00:01:10.09,4146,4205
P01_13,glass,00:01:10.19,00:01:10.95,4211,4257
P01_13,cupboard,00:01:11.05,00:01:11.72,4263,4303
P01_13,glass,00:01:12.61,00:01:13.87,4356,4432
P01_13,bottle,00:01:13.22,00:01:14.30,4393,4458
P01_13,water,00:01:14.42,00:01:21.73,4465,4903
P01_13,water,00:01:21.80,00:01:30.64,4908,5438
P01_13,glass,00:01:30.49,00:01:32.39,5429,5543
P01_13,box:cereal,00:00:07.63,00:00:10.11,457,606
P01_13,cupboard,00:00:11.49,00:00:12.67,689,760
P01_13,box:cereal,00:00:13.17,00:00:15.34,790,920
P01_13,cupboard,00:00:15.71,00:00:16.77,942,1006
P01_13,cup,00:00:17.95,00:00:18.85,1077,1131
P01_13,cup,00:00:19.63,00:00:20.38,1177,1222
P01_13,cloth:table,00:00:21.42,00:00:22.56,1285,1353
P01_14,bin,00:00:02.54,00:00:04.58,152,274
P01_14,bin,00:00:05.18,00:00:06.56,310,393
P01_14,bin,00:00:47.04,00:00:48.65,2822,2919
P01_14,kettle,00:05:22.66,00:05:24.19,19359,19451
P01_14,kettle,00:05:24.80,00:05:25.78,19488,19546
P01_14,tap,00:05:26.02,00:05:28.34,19561,19700
P01_14,water,00:05:28.44,00:05:38.94,19706,20336
P01_14,tap,00:05:34.43,00:05:38.89,20065,20333
P01_14,kettle,00:05:38.97,00:05:39.81,20338,20388
P01_14,kettle,00:05:39.28,00:05:42.76,20356,20565
P01_14,kettle,00:05:43.02,00:05:43.88,20581,20632
P01_14,cupboard,00:05:45.73,00:05:47.02,20743,20821
P01_14,colander,00:05:47.72,00:05:52.92,20863,21175
P01_14,bin,00:00:48.74,00:00:49.99,2924,2999
P01_14,colander,00:05:52.02,00:05:54.08,21121,21244
P01_14,lid,00:05:53.93,00:05:57.17,21235,21430
P01_14,cupboard,00:05:57.13,00:05:58.98,21427,21538
P01_14,pan,00:05:59.08,00:06:00.63,21544,21637
P01_14,aubergine,00:06:03.53,00:06:11.40,21811,22284
P01_14,board:cutting,00:06:12.68,00:06:13.63,22360,22417
P01_14,knife,00:06:15.20,00:06:16.38,22512,22582
P01_14,drawer,00:06:17.38,00:06:18.02,22642,22681
P01_14,spatula,00:06:20.09,00:06:21.47,22805,22888
P01_14,drawer,00:06:21.27,00:06:22.30,22876,22938
P01_14,bin,00:00:51.08,00:00:56.00,3064,3360
P01_14,aubergine,00:06:23.18,00:06:27.07,22990,23224
P01_14,aubergine,00:06:27.21,00:06:28.02,23232,23281
P01_14,salt,00:06:28.00,00:06:29.08,23280,23344
P01_14,salt,00:06:28.00,00:06:33.01,23280,23580
P01_14,salt,00:06:28.99,00:06:30.78,23339,23446
P01_14,salt,00:06:32.86,00:06:33.57,23571,23614
P01_14,salt,00:06:33.63,00:06:34.55,23617,23673
P01_14,aubergine,00:06:34.90,00:06:45.71,23694,24342
P01_14,spatula,00:06:45.35,00:06:46.74,24321,24404
P01_14,container,00:06:47.45,00:06:48.45,24447,24507
P01_14,bin,00:00:51.71,00:00:55.98,3102,3358
P01_14,container,00:06:48.55,00:06:49.80,24513,24588
P01_14,onion,00:06:50.15,00:06:51.90,24609,24714
P01_14,onion,00:06:52.15,00:06:52.87,24729,24772
P01_14,onion,00:06:52.51,00:06:55.44,24750,24926
P01_14,knife,00:06:52.52,00:06:53.40,24751,24804
P01_14,onion,00:06:55.54,00:06:57.18,24932,25030
P01_14,container,00:06:57.46,00:06:59.71,25047,25182
P01_14,onion,00:07:01.70,00:07:08.44,25302,25706
P01_14,container,00:07:08.16,00:07:09.66,25689,25779
P01_14,onion,00:07:09.66,00:07:10.73,25779,25843
P01_14,bin,00:00:54.19,00:01:03.05,3251,3783
P01_14,container,00:07:10.61,00:07:13.18,25836,25990
P01_14,onion,00:07:12.85,00:07:25.26,25971,26715
P01_14,onion,00:07:22.16,00:07:35.58,26529,27334
P01_14,onion,00:07:36.89,00:07:48.80,27413,28128
P01_14,onion,00:07:38.37,00:07:53.77,27502,28426
P01_14,knife,00:07:53.73,00:07:54.93,28423,28495
P01_14,bit:onion,00:07:54.98,00:07:57.34,28498,28640
P01_14,spatula,00:07:57.15,00:07:59.12,28629,28747
P01_14,spatula,00:07:58.99,00:08:04.98,28739,29098
P01_14,spatula,00:08:09.89,00:08:10.94,29393,29456
P01_14,bin,00:00:55.96,00:00:57.61,3357,3456
P01_14,container,00:08:12.35,00:08:13.36,29541,29601
P01_14,fridge,00:08:17.05,00:08:18.28,29823,29896
P01_14,container,00:08:18.39,00:08:19.66,29903,29979
P01_14,fridge,00:08:19.30,00:08:20.78,29958,30046
P01_14,bottle,00:08:22.24,00:08:23.44,30134,30206
P01_14,bottle,00:08:24.51,00:08:28.91,30270,30534
P01_14,drawer,00:08:29.79,00:08:31.84,30587,30710
P01_14,corkscrew,00:08:34.90,00:08:39.65,30894,31179
P01_14,bottle,00:08:40.44,00:09:01.00,31226,32460
P01_14,cork,00:09:02.09,00:09:09.17,32525,32950
P01_14,milk:soy,00:01:03.15,00:01:04.73,3789,3883
P01_14,drawer,00:09:10.72,00:09:11.90,33043,33114
P01_14,opener:bottle,00:09:11.36,00:09:11.86,33081,33111
P01_14,drawer,00:09:11.92,00:09:12.82,33115,33169
P01_14,bottle,00:09:14.57,00:09:15.60,33274,33336
P01_14,bottle,00:09:16.18,00:09:17.14,33370,33428
P01_14,cork,00:09:17.16,00:09:18.11,33429,33486
P01_14,bin,00:09:19.20,00:09:20.60,33552,33636
P01_14,spatula,00:09:22.62,00:09:23.29,33757,33797
P01_14,aubergine,00:09:23.63,00:09:28.45,33817,34107
P01_14,hob,00:09:28.13,00:09:29.51,34087,34170
P01_14,milk:soy,00:01:04.89,00:01:08.64,3893,4118
P01_14,aubergine,00:09:29.61,00:09:54.03,34176,35641
P01_14,spatula,00:09:53.48,00:09:55.08,35608,35704
P01_14,kettle,00:09:56.45,00:09:57.71,35787,35862
P01_14,water,00:10:00.35,00:10:15.25,36021,36915
P01_14,kettle,00:10:17.88,00:10:18.80,37072,37128
P01_14,spatula,00:10:21.12,00:10:22.09,37267,37325
P01_14,aubergine,00:10:21.87,00:10:33.79,37312,38027
P01_14,board:cutting,00:10:33.97,00:10:36.48,38038,38188
P01_14,onion,00:10:36.08,00:10:38.98,38164,38338
P01_14,board:cutting,00:10:40.08,00:10:41.58,38404,38494
P01_14,milk:soy,00:01:11.56,00:01:12.71,4293,4362
P01_14,hob,00:10:42.42,00:10:43.72,38545,38623
P01_14,food,00:10:44.18,00:10:49.12,38650,38947
P01_14,food,00:10:48.24,00:11:11.72,38894,40303
P01_14,spatula,00:11:10.32,00:11:11.34,40219,40280
P01_14,salt,00:11:12.24,00:11:13.31,40334,40398
P01_14,salt,00:11:13.59,00:11:14.91,40415,40494
P01_14,drawer,00:11:14.69,00:11:16.01,40481,40560
P01_14,spoon,00:11:16.49,00:11:17.49,40589,40649
P01_14,drawer,00:11:17.59,00:11:18.37,40655,40702
P01_14,salt,00:11:19.13,00:11:21.95,40747,40917
P01_14,paper,00:01:15.33,00:01:16.85,4519,4611
P01_14,salt,00:11:22.05,00:11:23.80,40923,41028
P01_14,salt,00:11:23.53,00:11:24.91,41011,41094
P01_14,spoon,00:11:24.67,00:11:25.66,41080,41139
P01_14,salt,00:11:25.76,00:11:26.82,41145,41209
P01_14,spatula,00:11:27.13,00:11:28.28,41227,41296
P01_14,food,00:11:28.35,00:11:40.85,41301,42051
P01_14,spatula,00:11:41.13,00:11:41.64,42067,42098
P01_14,drawer,00:11:41.89,00:11:42.99,42113,42179
P01_14,bottle,00:11:46.38,00:11:48.26,42382,42495
P01_14,glass,00:11:48.35,00:11:49.42,42501,42565
P01_14,bag,00:00:08.53,00:00:09.28,511,556
P01_14,can,00:01:17.57,00:01:20.01,4654,4800
P01_14,cloth:table,00:11:49.52,00:11:52.26,42571,42735
P01_14,plate,00:11:55.55,00:11:56.87,42933,43012
P01_14,container,00:11:56.97,00:11:58.62,43018,43117
P01_14,cloth:table,00:11:58.47,00:11:59.85,43108,43191
P01_14,container,00:12:01.36,00:12:03.47,43281,43408
P01_14,cupboard,00:12:03.69,00:12:04.85,43421,43491
P01_14,plate,00:12:05.05,00:12:07.34,43503,43640
P01_14,cupboard,00:12:07.26,00:12:08.03,43635,43681
P01_14,plate,00:12:08.60,00:12:09.95,43716,43797
P01_14,plate,00:12:10.84,00:12:13.05,43850,43983
P01_14,bin,00:01:19.75,00:01:20.66,4785,4839
P01_14,drawer,00:12:14.40,00:12:15.55,44064,44133
P01_14,cutlery,00:12:15.75,00:12:24.25,44145,44655
P01_14,drawer,00:12:24.60,00:12:25.35,44676,44721
P01_14,cutlery,00:12:26.92,00:12:36.88,44815,45412
P01_14,chair,00:12:29.50,00:12:31.25,44970,45075
P01_14,chair,00:12:31.35,00:12:32.60,45081,45156
P01_14,cutlery,00:12:34.83,00:12:37.07,45289,45424
P01_14,spatula,00:12:38.30,00:12:39.74,45498,45584
P01_14,food,00:12:39.40,00:12:46.15,45564,45969
P01_14,hob,00:12:46.25,00:12:48.25,45975,46095
P01_14,paper,00:01:20.72,00:01:24.48,4843,5068
P01_14,spatula,00:12:48.10,00:12:48.85,46086,46131
P01_14,sauce:tomato,00:12:48.95,00:12:50.36,46137,46221
P01_14,sauce,00:12:50.05,00:12:51.55,46203,46293
P01_14,sauce,00:12:52.04,00:13:09.57,46322,47374
P01_14,sauce,00:12:57.18,00:13:09.68,46630,47380
P01_14,sauce,00:13:09.88,00:13:10.73,47392,47443
P01_14,food,00:13:11.24,00:13:35.19,47474,48911
P01_14,food,00:13:20.18,00:13:45.78,48010,49546
P01_14,spatula,00:13:45.97,00:13:46.75,49558,49605
P01_14,pasta,00:13:46.69,00:13:49.91,49601,49794
P01_14,paper,00:01:23.92,00:01:24.78,5035,5086
P01_14,drawer,00:13:49.62,00:13:50.66,49777,49839
P01_14,scissor,00:13:50.59,00:13:51.57,49835,49894
P01_14,bag:pasta,00:13:51.63,00:13:54.13,49897,50047
P01_14,scissor,00:13:54.23,00:13:55.48,50053,50128
P01_14,drawer,00:13:56.09,00:13:57.20,50165,50232
P01_14,pasta,00:13:56.57,00:14:01.04,50194,50462
P01_14,pasta,00:14:01.14,00:14:03.93,50468,50635
P01_14,pasta,00:14:09.28,00:14:13.28,50956,51196
P01_14,bag:plastic,00:14:19.16,00:14:21.41,51549,51684
P01_14,drawer,00:14:22.48,00:14:27.47,51748,52048
P01_14,cup,00:01:28.95,00:01:30.80,5337,5448
P01_14,drawer,00:14:29.70,00:14:30.45,52182,52227
P01_14,pasta,00:14:30.55,00:14:42.72,52233,52963
P01_14,spatula,00:14:43.56,00:14:44.88,53013,53092
P01_14,spatula,00:14:44.64,00:14:46.28,53078,53176
P01_14,food,00:14:45.55,00:14:54.21,53133,53652
P01_14,lid,00:14:54.12,00:14:56.09,53647,53765
P01_14,spatula,00:14:54.31,00:14:55.06,53658,53703
P01_14,bottle,00:14:55.49,00:14:56.13,53729,53767
P01_14,bottle,00:14:56.56,00:14:58.16,53793,53889
P01_14,tupperware,00:14:58.25,00:15:03.65,53895,54219
P01_14,cupboard,00:01:31.09,00:01:32.31,5465,5538
P01_14,bottle,00:15:03.75,00:15:05.12,54225,54307
P01_14,container,00:15:05.22,00:15:07.40,54313,54444
P01_14,tap,00:15:07.85,00:15:08.55,54471,54513
P01_14,bottle,00:15:08.02,00:15:14.16,54481,54849
P01_14,sauce,00:15:10.03,00:15:13.61,54601,54816
P01_14,tap,00:15:13.92,00:15:14.70,54835,54882
P01_14,lid,00:15:16.22,00:15:17.35,54973,55041
P01_14,lid,00:15:19.33,00:15:22.09,55159,55325
P01_14,hand,00:15:25.22,00:15:26.98,55513,55618
P01_14,container,00:15:27.08,00:15:28.94,55624,55736
P01_14,cup,00:01:31.87,00:01:33.01,5512,5580
P01_14,spatula,00:15:30.27,00:15:31.46,55816,55887
P01_14,food,00:15:31.21,00:15:38.08,55872,56284
P01_14,spatula,00:15:38.25,00:15:39.04,56295,56342
P01_14,cupboard,00:15:40.52,00:15:42.06,56431,56523
P01_14,glass,00:15:43.56,00:15:46.54,56613,56792
P01_14,glass,00:15:46.64,00:15:49.20,56798,56952
P01_14,glass,00:15:50.65,00:15:52.36,57039,57141
P01_14,glass,00:15:52.44,00:15:53.49,57146,57209
P01_14,cupboard,00:15:53.49,00:15:54.87,57209,57292
P01_14,glass,00:15:56.84,00:15:57.78,57410,57466
P01_14,cupboard,00:01:32.63,00:01:33.58,5557,5614
P01_14,glass,00:15:59.31,00:16:00.29,57558,57617
P01_14,glass,00:16:02.53,00:16:03.54,57751,57812
P01_14,bottle:wine,00:16:04.38,00:16:05.34,57862,57920
P01_14,wine,00:16:06.62,00:16:14.70,57997,58482
P01_14,wine,00:16:15.90,00:16:22.20,58554,58932
P01_14,bottle,00:16:23.23,00:16:24.78,58993,59086
P01_14,glass,00:16:25.43,00:16:28.18,59125,59290
P01_14,glass,00:16:28.52,00:16:30.56,59311,59433
P01_14,spatula,00:16:32.67,00:16:33.90,59560,59634
P01_14,food,00:16:34.00,00:16:49.06,59640,60543
P01_14,drawer,00:01:35.59,00:01:36.59,5735,5795
P01_14,spatula,00:16:48.62,00:16:49.46,60517,60567
P01_14,spatula,00:16:49.06,00:16:49.99,60543,60599
P01_14,pasta,00:16:51.13,00:17:03.98,60667,61438
P01_14,pasta,00:17:00.34,00:17:06.50,61220,61590
P01_14,spatula,00:17:09.41,00:17:12.08,61764,61924
P01_14,spatula,00:17:12.01,00:17:13.72,61920,62023
P01_14,food,00:17:13.78,00:17:18.56,62026,62313
P01_14,time,00:17:18.90,00:17:19.76,62334,62385
P01_14,food,00:17:19.93,00:17:26.24,62395,62774
P01_14,spatula,00:17:25.85,00:17:26.81,62750,62808
P01_14,spoon,00:01:36.46,00:01:37.01,5787,5820
